OrderID,OrderDate,Region,SalesChannel,CustomerSegment,SalesRep,ProductCategory,Product,Quantity,UnitPrice,DiscountPct,UnitCost,Revenue,Cost,Profit,ProfitMarginPct,OrderMonth,OrderYear,Weekday
ORD101561,2025-06-13,West,Marketplace,Consumer,Rep_02,Electronics,Smartwatch,5,25.75,0.0,16.81,128.75,84.05,44.7,34.72,2025-06,2025,Friday
ORD102095,2024-06-07,South,In-Store,Consumer,Rep_01,Beauty,Skincare Set,2,78.7,15.0,39.46,133.79,78.92,54.87,41.01,2024-06,2024,Friday
ORD102370,2024-01-22,East,Online,Consumer,Rep_02,Sports & Outdoors,Dumbbell Set,1,32.34,0.0,17.63,32.34,17.63,14.71,45.49,2024-01,2024,Monday
ORD102382,2024-05-08,South,In-Store,Small Business,Rep_07,Home & Kitchen,Blender,3,159.85,10.0,102.76,431.6,308.28,123.32,28.57,2024-05,2024,Wednesday
ORD100585,2025-11-18,North,In-Store,Consumer,Rep_01,Beauty,Makeup Kit,9,41.05,0.0,23.43,369.45,210.87,158.58,42.92,2025-11,2025,Tuesday
ORD100837,2025-06-25,East,In-Store,Small Business,Rep_06,Beauty,Skincare Set,4,65.86,0.0,34.74,263.44,138.96,124.48,47.25,2025-06,2025,Wednesday
ORD100710,2024-09-21,East,Marketplace,Consumer,Rep_11,Apparel,Backpack,4,86.71,10.0,50.22,312.16,200.88,111.28,35.65,2024-09,2024,Saturday
ORD102250,2025-07-11,West,Online,Consumer,Rep_08,Sports & Outdoors,Water Bottle,3,98.35,0.0,47.83,295.05,143.49,151.56,51.37,2025-07,2025,Friday
ORD102201,2024-10-20,East,Online,Consumer,Rep_13,Apparel,Denim Jacket,2,70.2,0.0,36.06,140.4,72.12,68.28,48.63,2024-10,2024,Sunday
ORD101250,2024-01-19,North,Online,Consumer,Rep_02,Electronics,Bluetooth Speaker,2,135.83,0.0,65.87,271.66,131.74,139.92,51.51,2024-01,2024,Friday
ORD101832,2025-11-24,South,In-Store,Consumer,Rep_09,Sports & Outdoors,Water Bottle,8,127.46,0.0,73.96,1019.68,591.68,428.0,41.97,2025-11,2025,Monday
ORD102286,2024-05-08,North,Marketplace,Consumer,Rep_04,Apparel,Yoga Pants,2,48.51,20.0,27.97,77.62,55.94,21.68,27.93,2024-05,2024,Wednesday
ORD102612,2024-04-29,East,Marketplace,Consumer,Unassigned,Beauty,Skincare Set,4,54.48,15.0,35.95,185.23,143.8,41.43,22.37,2024-04,2024,Monday
ORD100816,2024-06-24,North,Online,Small Business,Rep_09,Electronics,Wireless Earbuds,6,110.2,0.0,58.59,661.2,351.54,309.66,46.83,2024-06,2024,Monday
ORD102233,2025-09-14,South,Online,Consumer,Rep_12,Apparel,Winter Coat,2,71.59,0.0,43.7,143.18,87.4,55.78,38.96,2025-09,2025,Sunday
ORD101490,2024-10-18,North,Online,Small Business,Rep_07,Beauty,Hair Dryer,3,85.62,0.0,56.58,256.86,169.74,87.12,33.92,2024-10,2024,Friday
ORD100957,2024-12-02,South,Online,Consumer,Rep_12,Home & Kitchen,Vacuum Cleaner,5,64.6,10.0,31.48,290.7,157.4,133.3,45.85,2024-12,2024,Monday
ORD100302,2024-07-14,East,Online,Consumer,Rep_13,Beauty,Hair Dryer,1,14.17,0.0,7.18,14.17,7.18,6.99,49.33,2024-07,2024,Sunday
ORD100571,2024-06-12,South,Marketplace,Small Business,Rep_01,Electronics,Power Bank,5,202.85,5.0,124.44,963.54,622.2,341.34,35.43,2024-06,2024,Wednesday
ORD100630,2025-03-22,South,In-Store,Consumer,Rep_15,Electronics,Bluetooth Speaker,3,176.21,0.0,97.64,528.63,292.92,235.71,44.59,2025-03,2025,Saturday
ORD102172,2025-05-17,West,Marketplace,Consumer,Rep_01,Apparel,Yoga Pants,4,42.88,0.0,21.28,171.52,85.12,86.4,50.37,2025-05,2025,Saturday
ORD102599,2025-03-08,East,Marketplace,Consumer,Rep_05,Apparel,Winter Coat,4,64.66,0.0,32.65,258.64,130.6,128.04,49.51,2025-03,2025,Saturday
ORD101324,2025-04-30,East,Marketplace,Consumer,Rep_03,Apparel,Winter Coat,5,66.67,0.0,30.45,333.35,152.25,181.1,54.33,2025-04,2025,Wednesday
ORD101063,2024-07-21,East,In-Store,Consumer,Rep_14,Electronics,Wireless Earbuds,1,94.07,5.0,49.88,89.37,49.88,39.49,44.19,2024-07,2024,Sunday
ORD101425,2025-04-18,West,Online,Consumer,Rep_09,Sports & Outdoors,Water Bottle,2,114.87,0.0,69.57,229.74,139.14,90.6,39.44,2025-04,2025,Friday
ORD102182,2024-04-01,North,In-Store,Consumer,Rep_15,Electronics,Bluetooth Speaker,2,91.92,10.0,45.82,165.46,91.64,73.82,44.62,2024-04,2024,Monday
ORD101847,2024-01-03,South,Marketplace,Consumer,Rep_10,Beauty,Makeup Kit,4,76.4,0.0,47.56,305.6,190.24,115.36,37.75,2024-01,2024,Wednesday
ORD101541,2024-10-09,East,In-Store,Consumer,Rep_03,Electronics,Laptop Stand,4,95.93,0.0,47.68,383.72,190.72,193.0,50.3,2024-10,2024,Wednesday
ORD102337,2025-08-02,North,Online,Consumer,Rep_01,Apparel,Yoga Pants,5,33.97,0.0,17.65,169.85,88.25,81.6,48.04,2025-08,2025,Saturday
ORD101436,2025-06-14,East,Online,Enterprise,Rep_04,Electronics,Wireless Earbuds,6,181.81,0.0,108.87,1090.86,653.22,437.64,40.12,2025-06,2025,Saturday
ORD101429,2024-04-14,North,In-Store,Consumer,Rep_09,Home & Kitchen,Blender,2,27.46,15.0,15.17,46.68,30.34,16.34,35.0,2024-04,2024,Sunday
ORD100923,2025-02-18,North,In-Store,Consumer,Rep_14,Electronics,Wireless Earbuds,3,145.51,0.0,97.46,436.53,292.38,144.15,33.02,2025-02,2025,Tuesday
ORD100722,2024-08-05,North,Marketplace,Consumer,Rep_02,Home & Kitchen,Vacuum Cleaner,4,100.63,0.0,49.06,402.52,196.24,206.28,51.25,2024-08,2024,Monday
ORD100059,2025-12-25,East,In-Store,Consumer,Rep_11,Electronics,Bluetooth Speaker,3,88.68,0.0,53.67,266.04,161.01,105.03,39.48,2025-12,2025,Thursday
ORD101905,2024-12-03,South,Marketplace,Consumer,Rep_13,Sports & Outdoors,Water Bottle,5,71.49,0.0,44.7,357.45,223.5,133.95,37.47,2024-12,2024,Tuesday
ORD101434,2025-03-04,South,Marketplace,Consumer,Rep_13,Home & Kitchen,Vacuum Cleaner,6,172.23,10.0,109.17,930.04,655.02,275.02,29.57,2025-03,2025,Tuesday
ORD100023,2025-11-14,West,Online,Consumer,Rep_07,Electronics,Wireless Earbuds,8,111.25,10.0,50.8,801.0,406.4,394.6,49.26,2025-11,2025,Friday
ORD100577,2024-08-20,East,Online,Consumer,Rep_09,Electronics,Power Bank,2,214.48,0.0,139.81,428.96,279.62,149.34,34.81,2024-08,2024,Tuesday
ORD100683,2024-03-24,East,Online,Consumer,Rep_09,Electronics,Smartwatch,1,98.53,0.0,52.17,98.53,52.17,46.36,47.05,2024-03,2024,Sunday
ORD101015,2025-07-01,East,Online,Small Business,Rep_02,Sports & Outdoors,Yoga Mat,3,124.9,0.0,72.55,374.7,217.65,157.05,41.91,2025-07,2025,Tuesday
ORD100346,2024-05-02,South,In-Store,Consumer,Rep_04,Apparel,Running Shoes,2,60.17,0.0,29.23,120.34,58.46,61.88,51.42,2024-05,2024,Thursday
ORD101963,2025-06-20,North,In-Store,Small Business,Rep_06,Beauty,Skincare Set,4,37.84,10.0,19.98,136.22,79.92,56.3,41.33,2025-06,2025,Friday
ORD100761,2025-01-26,North,Online,Consumer,Rep_13,Home & Kitchen,Coffee Maker,5,30.32,15.0,20.16,128.86,100.8,28.06,21.78,2025-01,2025,Sunday
ORD100008,2024-12-06,South,Online,Enterprise,Rep_03,Electronics,Power Bank,3,117.33,0.0,55.73,351.99,167.19,184.8,52.5,2024-12,2024,Friday
ORD102619,2025-12-10,North,Online,Consumer,Rep_05,Beauty,Face Serum,8,29.91,20.0,19.98,191.42,159.84,31.58,16.5,2025-12,2025,Wednesday
ORD100228,2024-03-24,West,In-Store,Consumer,Rep_01,Sports & Outdoors,Dumbbell Set,2,55.54,0.0,26.15,111.08,52.3,58.78,52.92,2024-03,2024,Sunday
ORD100489,2025-05-03,North,In-Store,Small Business,Rep_13,Sports & Outdoors,Water Bottle,4,52.62,0.0,27.07,210.48,108.28,102.2,48.56,2025-05,2025,Saturday
ORD102282,2024-10-19,West,In-Store,Consumer,Rep_08,Electronics,Smartwatch,6,91.42,0.0,57.94,548.52,347.64,200.88,36.62,2024-10,2024,Saturday
ORD100829,2025-05-24,East,In-Store,Consumer,Rep_15,Apparel,Yoga Pants,1,43.04,0.0,27.38,43.04,27.38,15.66,36.38,2025-05,2025,Saturday
ORD101617,2024-09-09,South,Online,Enterprise,Rep_03,Apparel,Winter Coat,3,73.3,0.0,43.55,219.9,130.65,89.25,40.59,2024-09,2024,Monday
ORD100449,2024-10-25,East,Online,Consumer,Rep_07,Apparel,Running Shoes,2,60.66,0.0,38.89,121.32,77.78,43.54,35.89,2024-10,2024,Friday
ORD102205,2025-04-22,West,Online,Consumer,Rep_01,Beauty,Skincare Set,2,48.4,0.0,22.87,96.8,45.74,51.06,52.75,2025-04,2025,Tuesday
ORD100015,2025-03-16,East,Online,Small Business,Rep_01,Electronics,Laptop Stand,1,85.52,0.0,39.57,85.52,39.57,45.95,53.73,2025-03,2025,Sunday
ORD101114,2024-05-05,East,In-Store,Consumer,Rep_05,Home & Kitchen,Cookware Set,5,145.89,15.0,96.47,620.03,482.35,137.68,22.21,2024-05,2024,Sunday
ORD102556,2025-12-17,South,Online,Consumer,Rep_10,Apparel,Yoga Pants,8,118.7,10.0,59.24,854.64,473.92,380.72,44.55,2025-12,2025,Wednesday
ORD102167,2024-12-31,North,Online,Consumer,Rep_15,Beauty,Perfume,9,81.31,0.0,37.01,731.79,333.09,398.7,54.48,2024-12,2024,Tuesday
ORD100823,2024-12-21,West,Online,Consumer,Rep_14,Sports & Outdoors,Dumbbell Set,5,132.64,0.0,83.91,663.2,419.55,243.65,36.74,2024-12,2024,Saturday
ORD101777,2025-02-05,North,In-Store,Small Business,Rep_03,Electronics,Laptop Stand,4,129.69,0.0,68.13,518.76,272.52,246.24,47.47,2025-02,2025,Wednesday
ORD101226,2025-03-16,South,Marketplace,Enterprise,Rep_11,Sports & Outdoors,Yoga Mat,1,96.15,0.0,64.84,96.15,64.84,31.31,32.56,2025-03,2025,Sunday
ORD102086,2025-12-05,West,Online,Consumer,Rep_15,Electronics,Wireless Earbuds,9,26.31,0.0,12.95,236.79,116.55,120.24,50.78,2025-12,2025,Friday
ORD102247,2025-01-24,East,Online,Consumer,Rep_02,Beauty,Perfume,2,56.01,0.0,27.58,112.02,55.16,56.86,50.76,2025-01,2025,Friday
ORD101231,2025-07-30,West,In-Store,Consumer,Rep_04,Beauty,Hair Dryer,2,86.71,0.0,45.45,173.42,90.9,82.52,47.58,2025-07,2025,Wednesday
ORD101009,2025-02-16,South,Marketplace,Small Business,Rep_04,Apparel,Running Shoes,3,15.61,0.0,9.04,46.83,27.12,19.71,42.09,2025-02,2025,Sunday
ORD102345,2024-09-14,East,Online,Consumer,Rep_02,Home & Kitchen,Blender,2,35.77,0.0,18.27,71.54,36.54,35.0,48.92,2024-09,2024,Saturday
ORD102433,2024-03-24,North,Marketplace,Small Business,Rep_11,Home & Kitchen,Air Fryer,4,109.07,0.0,63.96,436.28,255.84,180.44,41.36,2024-03,2024,Sunday
ORD101872,2024-11-04,East,Online,Consumer,Rep_07,Home & Kitchen,Coffee Maker,4,126.7,0.0,76.69,506.8,306.76,200.04,39.47,2024-11,2024,Monday
ORD101106,2025-09-01,East,Online,Enterprise,Rep_01,Sports & Outdoors,Cycling Helmet,1,113.2,0.0,56.47,113.2,56.47,56.73,50.11,2025-09,2025,Monday
ORD102540,2024-09-06,East,In-Store,Consumer,Rep_04,Sports & Outdoors,Dumbbell Set,1,60.35,0.0,39.6,60.35,39.6,20.75,34.38,2024-09,2024,Friday
ORD100352,2025-06-07,West,Online,Consumer,Rep_06,Apparel,Yoga Pants,3,99.86,10.0,56.12,269.62,168.36,101.26,37.56,2025-06,2025,Saturday
ORD102211,2024-11-05,West,Online,Enterprise,Rep_12,Apparel,Winter Coat,4,76.91,0.0,43.87,307.64,175.48,132.16,42.96,2024-11,2024,Tuesday
ORD100442,2025-05-13,West,In-Store,Consumer,Rep_01,Electronics,Laptop Stand,6,219.55,0.0,149.2,1317.3,895.2,422.1,32.04,2025-05,2025,Tuesday
ORD101933,2024-02-06,West,In-Store,Consumer,Rep_14,Home & Kitchen,Coffee Maker,1,166.93,0.0,112.31,166.93,112.31,54.62,32.72,2024-02,2024,Tuesday
ORD100285,2024-12-30,South,In-Store,Small Business,Rep_15,Home & Kitchen,Vacuum Cleaner,5,167.26,5.0,86.3,794.48,431.5,362.98,45.69,2024-12,2024,Monday
ORD100783,2024-06-28,West,Online,Consumer,Rep_06,Electronics,Laptop Stand,4,126.91,0.0,77.75,507.64,311.0,196.64,38.74,2024-06,2024,Friday
ORD100860,2024-03-08,South,In-Store,Consumer,Rep_15,Sports & Outdoors,Camping Tent,1,96.98,0.0,48.32,96.98,48.32,48.66,50.18,2024-03,2024,Friday
ORD101527,2024-07-12,South,Marketplace,Consumer,Rep_13,Home & Kitchen,Blender,4,38.11,5.0,20.86,144.82,83.44,61.38,42.38,2024-07,2024,Friday
ORD102368,2024-07-08,West,In-Store,Small Business,Rep_03,Apparel,Denim Jacket,6,39.47,5.0,23.19,224.98,139.14,85.84,38.15,2024-07,2024,Monday
ORD100348,2024-04-08,South,In-Store,Consumer,Rep_09,Beauty,Makeup Kit,8,18.66,0.0,10.84,149.28,86.72,62.56,41.91,2024-04,2024,Monday
ORD100068,2025-05-25,East,Online,Consumer,Rep_03,Electronics,Laptop Stand,6,215.24,0.0,126.64,1291.44,759.84,531.6,41.16,2025-05,2025,Sunday
ORD100403,2024-09-19,South,In-Store,Small Business,Rep_10,Home & Kitchen,Air Fryer,4,87.22,5.0,50.76,331.44,203.04,128.4,38.74,2024-09,2024,Thursday
ORD100754,2025-12-27,West,Online,Small Business,Rep_12,Beauty,Hair Dryer,9,25.23,0.0,14.75,227.07,132.75,94.32,41.54,2025-12,2025,Saturday
ORD100797,2025-03-14,West,Marketplace,Consumer,Rep_12,Beauty,Perfume,7,59.26,0.0,34.82,414.82,243.74,171.08,41.24,2025-03,2025,Friday
ORD101050,2024-03-08,South,Online,Small Business,Rep_09,Beauty,Makeup Kit,6,18.99,0.0,9.76,113.94,58.56,55.38,48.6,2024-03,2024,Friday
ORD102153,2024-01-08,East,In-Store,Small Business,Rep_06,Home & Kitchen,Vacuum Cleaner,5,44.86,0.0,22.4,224.3,112.0,112.3,50.07,2024-01,2024,Monday
ORD100177,2025-10-23,West,Marketplace,Enterprise,Rep_09,Home & Kitchen,Cookware Set,2,174.33,15.0,86.28,296.36,172.56,123.8,41.77,2025-10,2025,Thursday
ORD100953,2024-04-10,West,Marketplace,Consumer,Rep_04,Beauty,Skincare Set,4,48.75,0.0,27.0,195.0,108.0,87.0,44.62,2024-04,2024,Wednesday
ORD102073,2025-10-29,West,Online,Small Business,Rep_05,Beauty,Hair Dryer,2,33.93,5.0,22.71,64.47,45.42,19.05,29.55,2025-10,2025,Wednesday
ORD101395,2024-04-10,West,Online,Consumer,Rep_06,Electronics,Smartwatch,1,175.71,10.0,90.49,158.14,90.49,67.65,42.78,2024-04,2024,Wednesday
ORD101695,2025-10-11,South,Marketplace,Consumer,Rep_01,Electronics,Wireless Earbuds,3,166.23,0.0,111.94,498.69,335.82,162.87,32.66,2025-10,2025,Saturday
ORD100045,2025-09-12,North,Online,Consumer,Rep_10,Beauty,Face Serum,6,11.52,0.0,7.02,69.12,42.12,27.0,39.06,2025-09,2025,Friday
ORD100252,2025-09-18,South,In-Store,Consumer,Rep_12,Home & Kitchen,Vacuum Cleaner,3,176.61,0.0,100.27,529.83,300.81,229.02,43.23,2025-09,2025,Thursday
ORD100558,2024-06-17,North,Marketplace,Small Business,Rep_06,Electronics,Power Bank,4,88.59,0.0,46.91,354.36,187.64,166.72,47.05,2024-06,2024,Monday
ORD101475,2025-07-09,West,Online,Small Business,Rep_04,Electronics,Laptop Stand,2,200.9,5.0,132.13,381.71,264.26,117.45,30.77,2025-07,2025,Wednesday
ORD100193,2024-09-05,South,In-Store,Consumer,Rep_08,Home & Kitchen,Coffee Maker,3,126.71,0.0,60.96,380.13,182.88,197.25,51.89,2024-09,2024,Thursday
ORD102584,2025-07-17,South,Online,Enterprise,Rep_09,Home & Kitchen,Vacuum Cleaner,1,23.67,0.0,15.2,23.67,15.2,8.47,35.78,2025-07,2025,Thursday
ORD101813,2024-06-17,North,Marketplace,Consumer,Rep_01,Sports & Outdoors,Cycling Helmet,3,13.1,0.0,8.7,39.3,26.1,13.2,33.59,2024-06,2024,Monday
ORD100445,2024-10-31,North,Marketplace,Consumer,Rep_06,Apparel,Yoga Pants,3,41.66,0.0,19.14,124.98,57.42,67.56,54.06,2024-10,2024,Thursday
ORD101821,2024-08-10,North,Online,Consumer,Rep_03,Home & Kitchen,Coffee Maker,4,170.13,0.0,96.21,680.52,384.84,295.68,43.45,2024-08,2024,Saturday
ORD102621,2024-05-22,West,Online,Consumer,Rep_03,Beauty,Hair Dryer,4,84.93,10.0,54.12,305.75,216.48,89.27,29.2,2024-05,2024,Wednesday
ORD101330,2024-08-24,East,Online,Enterprise,Rep_04,Sports & Outdoors,Yoga Mat,3,120.6,5.0,65.22,343.71,195.66,148.05,43.07,2024-08,2024,Saturday
ORD100255,2024-11-16,South,Marketplace,Consumer,Rep_14,Apparel,Yoga Pants,2,92.96,0.0,52.75,185.92,105.5,80.42,43.26,2024-11,2024,Saturday
ORD100451,2024-10-18,South,Online,Consumer,Rep_12,Home & Kitchen,Blender,4,93.25,10.0,47.69,335.7,190.76,144.94,43.18,2024-10,2024,Friday
ORD102088,2024-02-15,North,Marketplace,Consumer,Rep_15,Electronics,Laptop Stand,3,45.54,5.0,20.99,129.79,62.97,66.82,51.48,2024-02,2024,Thursday
ORD101469,2025-08-17,East,Online,Consumer,Rep_03,Electronics,Wireless Earbuds,1,67.56,15.0,38.16,57.43,38.16,19.27,33.55,2025-08,2025,Sunday
ORD102214,2024-12-10,West,In-Store,Consumer,Rep_08,Beauty,Hair Dryer,6,78.59,15.0,45.76,400.81,274.56,126.25,31.5,2024-12,2024,Tuesday
ORD102060,2025-02-22,North,Online,Small Business,Rep_12,Sports & Outdoors,Camping Tent,1,28.03,0.0,13.81,28.03,13.81,14.22,50.73,2025-02,2025,Saturday
ORD100948,2024-02-07,South,In-Store,Consumer,Rep_05,Beauty,Skincare Set,1,80.85,0.0,45.69,80.85,45.69,35.16,43.49,2024-02,2024,Wednesday
ORD100510,2024-12-24,North,In-Store,Consumer,Rep_13,Home & Kitchen,Air Fryer,2,83.77,20.0,50.78,134.03,101.56,32.47,24.23,2024-12,2024,Tuesday
ORD101457,2025-12-24,East,Online,Consumer,Rep_10,Electronics,Wireless Earbuds,7,178.81,5.0,100.04,1189.09,700.28,488.81,41.11,2025-12,2025,Wednesday
ORD102449,2024-02-26,North,In-Store,Small Business,Rep_12,Electronics,Wireless Earbuds,5,26.47,0.0,12.6,132.35,63.0,69.35,52.4,2024-02,2024,Monday
ORD101331,2024-05-04,West,In-Store,Consumer,Rep_01,Apparel,Winter Coat,1,50.95,0.0,23.29,50.95,23.29,27.66,54.29,2024-05,2024,Saturday
ORD101309,2024-07-18,West,In-Store,Consumer,Rep_06,Sports & Outdoors,Water Bottle,3,71.21,0.0,34.29,213.63,102.87,110.76,51.85,2024-07,2024,Thursday
ORD102212,2024-07-18,North,In-Store,Consumer,Rep_08,Sports & Outdoors,Water Bottle,7,110.87,0.0,70.64,776.09,494.48,281.61,36.29,2024-07,2024,Thursday
ORD101863,2025-11-20,North,Online,Consumer,Rep_10,Home & Kitchen,Vacuum Cleaner,4,156.66,0.0,86.61,626.64,346.44,280.2,44.71,2025-11,2025,Thursday
ORD101453,2025-08-30,South,In-Store,Consumer,Rep_13,Home & Kitchen,Cookware Set,3,45.78,5.0,28.25,130.47,84.75,45.72,35.04,2025-08,2025,Saturday
ORD101481,2025-10-20,North,In-Store,Consumer,Rep_03,Home & Kitchen,Cookware Set,4,72.76,0.0,43.01,291.04,172.04,119.0,40.89,2025-10,2025,Monday
ORD102161,2024-03-14,South,Online,Small Business,Rep_01,Sports & Outdoors,Water Bottle,6,120.16,15.0,78.59,612.82,471.54,141.28,23.05,2024-03,2024,Thursday
ORD102125,2024-02-16,East,Online,Consumer,Rep_01,Sports & Outdoors,Dumbbell Set,6,16.25,0.0,8.66,97.5,51.96,45.54,46.71,2024-02,2024,Friday
ORD100621,2025-07-08,South,In-Store,Enterprise,Rep_12,Electronics,Power Bank,11,136.98,0.0,68.71,1506.78,755.81,750.97,49.84,2025-07,2025,Tuesday
ORD102429,2024-12-19,East,In-Store,Small Business,Rep_13,Home & Kitchen,Blender,7,82.61,10.0,48.88,520.44,342.16,178.28,34.26,2024-12,2024,Thursday
ORD102099,2024-12-28,South,Online,Consumer,Rep_06,Home & Kitchen,Cookware Set,5,108.85,10.0,73.18,489.82,365.9,123.92,25.3,2024-12,2024,Saturday
ORD101726,2025-12-26,North,In-Store,Small Business,Rep_06,Electronics,Smartwatch,9,164.51,0.0,81.75,1480.59,735.75,744.84,50.31,2025-12,2025,Friday
ORD102396,2025-10-23,East,Marketplace,Consumer,Rep_13,Electronics,Bluetooth Speaker,3,92.51,0.0,55.05,277.53,165.15,112.38,40.49,2025-10,2025,Thursday
ORD100663,2025-02-09,North,Online,Small Business,Rep_13,Beauty,Hair Dryer,4,77.82,0.0,39.92,311.28,159.68,151.6,48.7,2025-02,2025,Sunday
ORD100774,2024-06-09,West,Online,Consumer,Rep_12,Apparel,Winter Coat,4,62.91,0.0,29.71,251.64,118.84,132.8,52.77,2024-06,2024,Sunday
ORD100573,2025-12-05,North,Online,Small Business,Rep_03,Home & Kitchen,Cookware Set,2,102.96,0.0,46.35,205.92,92.7,113.22,54.98,2025-12,2025,Friday
ORD102068,2025-08-24,East,In-Store,Enterprise,Rep_14,Apparel,Winter Coat,3,30.33,0.0,20.19,90.99,60.57,30.42,33.43,2025-08,2025,Sunday
ORD101488,2024-12-01,West,Online,Consumer,Rep_07,Home & Kitchen,Vacuum Cleaner,1,85.86,0.0,39.74,85.86,39.74,46.12,53.72,2024-12,2024,Sunday
ORD101121,2025-11-03,East,Online,Consumer,Rep_03,Home & Kitchen,Coffee Maker,3,59.57,0.0,40.46,178.71,121.38,57.33,32.08,2025-11,2025,Monday
ORD102494,2025-12-08,East,Marketplace,Consumer,Rep_15,Apparel,Yoga Pants,7,41.07,5.0,24.25,273.12,169.75,103.37,37.85,2025-12,2025,Monday
ORD102245,2025-08-13,South,Marketplace,Consumer,Rep_07,Sports & Outdoors,Cycling Helmet,1,141.53,0.0,83.77,141.53,83.77,57.76,40.81,2025-08,2025,Wednesday
ORD102091,2025-02-11,South,Marketplace,Consumer,Rep_08,Beauty,Hair Dryer,4,29.45,0.0,18.78,117.8,75.12,42.68,36.23,2025-02,2025,Tuesday
ORD100139,2025-08-01,North,Online,Small Business,Rep_14,Electronics,Laptop Stand,8,43.9,0.0,24.17,351.2,193.36,157.84,44.94,2025-08,2025,Friday
ORD101846,2025-10-21,West,Online,Consumer,Rep_06,Apparel,Denim Jacket,4,60.62,10.0,32.84,218.23,131.36,86.87,39.81,2025-10,2025,Tuesday
ORD100282,2024-03-31,West,In-Store,Consumer,Rep_09,Home & Kitchen,Vacuum Cleaner,4,90.8,5.0,48.95,345.04,195.8,149.24,43.25,2024-03,2024,Sunday
ORD100258,2025-05-29,South,Online,Enterprise,Rep_10,Home & Kitchen,Vacuum Cleaner,3,46.49,0.0,27.92,139.47,83.76,55.71,39.94,2025-05,2025,Thursday
ORD100616,2024-10-24,South,In-Store,Consumer,Rep_02,Apparel,Yoga Pants,3,21.64,0.0,10.09,64.92,30.27,34.65,53.37,2024-10,2024,Thursday
ORD101699,2025-06-15,West,In-Store,Consumer,Rep_10,Sports & Outdoors,Water Bottle,3,39.22,5.0,17.96,111.78,53.88,57.9,51.8,2025-06,2025,Sunday
ORD101723,2025-09-09,North,Online,Consumer,Rep_12,Electronics,Wireless Earbuds,3,91.74,0.0,57.62,275.22,172.86,102.36,37.19,2025-09,2025,Tuesday
ORD100725,2024-06-04,South,Marketplace,Consumer,Rep_03,Apparel,Backpack,4,66.19,5.0,31.01,251.52,124.04,127.48,50.68,2024-06,2024,Tuesday
ORD101707,2025-08-24,South,Online,Enterprise,Rep_01,Beauty,Makeup Kit,5,75.32,10.0,48.49,338.94,242.45,96.49,28.47,2025-08,2025,Sunday
ORD100677,2024-11-04,South,In-Store,Small Business,Rep_05,Home & Kitchen,Air Fryer,3,162.24,0.0,84.07,486.72,252.21,234.51,48.18,2024-11,2024,Monday
ORD102331,2025-04-11,South,Online,Consumer,Rep_02,Beauty,Face Serum,5,77.35,0.0,35.81,386.75,179.05,207.7,53.7,2025-04,2025,Friday
ORD101152,2025-05-27,North,Online,Small Business,Rep_09,Home & Kitchen,Vacuum Cleaner,4,98.39,0.0,60.87,393.56,243.48,150.08,38.13,2025-05,2025,Tuesday
ORD101588,2025-01-27,North,Online,Consumer,Rep_15,Beauty,Face Serum,3,44.41,10.0,20.45,119.91,61.35,58.56,48.84,2025-01,2025,Monday
ORD100055,2025-09-30,West,Online,Consumer,Rep_08,Sports & Outdoors,Yoga Mat,4,138.53,0.0,93.84,554.12,375.36,178.76,32.26,2025-09,2025,Tuesday
ORD101921,2024-10-20,East,Marketplace,Enterprise,Rep_13,Home & Kitchen,Coffee Maker,3,90.0,0.0,48.67,270.0,146.01,123.99,45.92,2024-10,2024,Sunday
ORD101411,2025-05-05,East,In-Store,Consumer,Rep_07,Apparel,Running Shoes,5,18.45,0.0,10.66,92.25,53.3,38.95,42.22,2025-05,2025,Monday
ORD101288,2024-02-17,North,Online,Small Business,Rep_10,Apparel,Backpack,2,69.84,5.0,35.11,132.7,70.22,62.48,47.08,2024-02,2024,Saturday
ORD100166,2024-03-31,North,Marketplace,Consumer,Rep_11,Sports & Outdoors,Camping Tent,3,109.21,0.0,55.28,327.63,165.84,161.79,49.38,2024-03,2024,Sunday
ORD101734,2024-05-26,South,Marketplace,Small Business,Rep_06,Apparel,Winter Coat,2,67.5,10.0,40.15,121.5,80.3,41.2,33.91,2024-05,2024,Sunday
ORD100872,2025-04-16,South,Marketplace,Consumer,Rep_01,Beauty,Hair Dryer,10,37.09,0.0,25.02,370.9,250.2,120.7,32.54,2025-04,2025,Wednesday
ORD101361,2025-11-25,East,In-Store,Consumer,Rep_06,Electronics,Bluetooth Speaker,6,78.17,5.0,39.08,445.57,234.48,211.09,47.38,2025-11,2025,Tuesday
ORD100887,2025-06-13,East,Online,Small Business,Rep_04,Home & Kitchen,Coffee Maker,4,66.11,0.0,31.2,264.44,124.8,139.64,52.81,2025-06,2025,Friday
ORD100888,2025-11-07,South,Online,Enterprise,Rep_14,Apparel,Winter Coat,1,75.62,0.0,38.06,75.62,38.06,37.56,49.67,2025-11,2025,Friday
ORD102100,2025-06-10,North,In-Store,Consumer,Rep_05,Sports & Outdoors,Dumbbell Set,3,64.98,20.0,44.02,155.95,132.06,23.89,15.32,2025-06,2025,Tuesday
ORD100498,2025-10-16,West,Online,Consumer,Rep_07,Home & Kitchen,Coffee Maker,5,92.84,0.0,55.05,464.2,275.25,188.95,40.7,2025-10,2025,Thursday
