OrderID,OrderDate,Region,SalesChannel,CustomerSegment,SalesRep,ProductCategory,Product,Quantity,UnitPrice,DiscountPct,UnitCost,Revenue,Cost
ORD101872,2024-11-04,East,Online,Consumer,Rep_07,Home & Kitchen,Coffee Maker,4,126.7,0.0,76.69,506.8,306.76
ORD101106,2025-09-01,East,Online,Enterprise,Rep_01,Sports & Outdoors,Cycling Helmet,1,113.2,0.0,56.47,113.2,56.47
ORD102540,2024-09-06,East,In-Store,,Rep_04,Sports & Outdoors,Dumbbell Set,1,60.35,0.0,39.6,60.35,39.6
ORD100352,2025-06-07,West,Online,Consumer,Rep_06,Apparel,Yoga Pants,3,99.86,10.0,56.12,269.62,168.36
ORD102211,2024-11-05,West,Online,Enterprise,Rep_12,Apparel,Winter Coat,4,76.91,0.0,43.87,307.64,175.48
ORD100442,2025-05-13,West,In-Store,Consumer,Rep_01,Electronics,Laptop Stand,6,219.55,,149.2,1317.3,895.2
ORD101933,2024-02-06,West,In-Store,Consumer,Rep_14,Home & Kitchen,Coffee Maker,1,166.93,0.0,112.31,166.93,112.31
ORD100285,2024-12-30,South,In-Store,Small Business,Rep_15,Home & Kitchen,Vacuum Cleaner,5,167.26,5.0,86.3,794.48,431.5
ORD100783,2024-06-28,West,Online,Consumer,Rep_06,Electronics,Laptop Stand,4,126.91,0.0,77.75,507.64,311.0
ORD100860,2024-03-08,South,In-Store,Consumer,Rep_15,Sports & Outdoors,Camping Tent,1,96.98,0.0,48.32,96.98,48.32
ORD101527,2024-07-12,South,Marketplace,Consumer,Rep_13,Home & Kitchen,Blender,4,38.11,5.0,20.86,144.82,83.44
ORD102368,2024-07-08,West,In-Store,Small Business,Rep_03,Apparel,Denim Jacket,6,39.47,5.0,23.19,224.98,139.14
ORD100348,2024-04-08,South,In-Store,Consumer,Rep_09,Beauty,Makeup Kit,8,18.66,0.0,10.84,149.28,86.72
ORD100068,2025-05-25,East,Online,Consumer,Rep_03,Electronics,Laptop Stand,6,215.24,0.0,126.64,1291.44,759.84
ORD100403,2024-09-19,South,In-Store,Small Business,Rep_10,Home & Kitchen,Air Fryer,4,87.22,5.0,50.76,331.44,203.04
ORD100754,2025-12-27,West,Online,Small Business,Rep_12,Beauty,Hair Dryer,9,25.23,0.0,14.75,227.07,132.75
ORD100797,2025-03-14,West,Marketplace,Consumer,Rep_12,Beauty,Perfume,7,59.26,0.0,34.82,414.82,243.74
ORD101050,2024-03-08,South,Online,Small Business,Rep_09,Beauty,Makeup Kit,6,18.99,0.0,9.76,113.94,58.56
ORD101226,2025-03-16,South,Marketplace,Enterprise,Rep_11,Sports & Outdoors,Yoga Mat,1,96.15,0.0,64.84,96.15,64.84
ORD102153,2024-01-08,East,In-Store,Small Business,Rep_06,Home & Kitchen,Vacuum Cleaner,5,44.86,0.0,22.4,224.3,112.0
ORD100177,2025-10-23,West,Marketplace,Enterprise,Rep_09,Home & Kitchen,Cookware Set,2,174.33,15.0,86.28,296.36,172.56
ORD100953,2024-04-10,West,Marketplace,Consumer,Rep_04,Beauty,Skincare Set,4,48.75,0.0,27.0,195.0,108.0
ORD102073,2025-10-29,West,Online,Small Business,Rep_05,Beauty,Hair Dryer,2,33.93,5.0,22.71,64.47,45.42
ORD101395,2024-04-10,West,Online,Consumer,Rep_06,Electronics,Smartwatch,1,175.71,10.0,90.49,158.14,90.49
ORD101695,2025-10-11,South,Marketplace,Consumer,Rep_01,Electronics,Wireless Earbuds,3,166.23,0.0,111.94,498.69,335.82
ORD100045,2025-09-12,North,Online,Consumer,Rep_10,Beauty,Face Serum,6,11.52,0.0,7.02,69.12,42.12
ORD100252,2025-09-18,South,In-Store,Consumer,Rep_12,Home & Kitchen,Vacuum Cleaner,3,176.61,0.0,100.27,529.83,300.81
ORD100558,2024-06-17,North,Marketplace,Small Business,Rep_06,Electronics,Power Bank,4,88.59,0.0,46.91,354.36,187.64
ORD101475,2025-07-09,West,Online,Small Business,Rep_04,Electronics,Laptop Stand,2,200.9,5.0,132.13,381.71,264.26
ORD100193,2024-09-05,South,In-Store,Consumer,Rep_08,Home & Kitchen,Coffee Maker,3,126.71,0.0,60.96,380.13,182.88
ORD102584,2025-07-17,South,Online,Enterprise,Rep_09,Home & Kitchen,Vacuum Cleaner,1,23.67,0.0,15.2,23.67,15.2
ORD101813,2024-06-17,North,Marketplace,Consumer,Rep_01,Sports & Outdoors,Cycling Helmet,3,13.1,0.0,8.7,39.3,26.1
ORD100445,2024-10-31,North,Marketplace,Consumer,Rep_06,Apparel,Yoga Pants,3,41.66,0.0,19.14,124.98,57.42
ORD101821,2024-08-10,North,Online,Consumer,Rep_03,Home & Kitchen,Coffee Maker,4,170.13,0.0,96.21,680.52,384.84
ORD102621,2024-05-22,West,Online,Consumer,Rep_03,Beauty,Hair Dryer,4,84.93,10.0,54.12,305.75,216.48
ORD101330,2024-08-24,East,Online,Enterprise,Rep_04,Sports & Outdoors,Yoga Mat,3,120.6,5.0,65.22,343.71,195.66
ORD100255,2024-11-16,South,Marketplace,Consumer,Rep_14,Apparel,Yoga Pants,2,92.96,0.0,52.75,185.92,105.5
ORD100451,2024-10-18,South,Online,Consumer,Rep_12,Home & Kitchen,Blender,4,93.25,10.0,47.69,335.7,190.76
ORD102088,2024-02-15,North,Marketplace,Consumer,Rep_15,Electronics,Laptop Stand,3,45.54,5.0,20.99,129.79,62.97
ORD101469,2025-08-17,East,Online,Consumer,Rep_03,Electronics,Wireless Earbuds,1,67.56,15.0,38.16,57.43,38.16
ORD102214,2024-12-10,West,In-Store,Consumer,Rep_08,Beauty,Hair Dryer,6,78.59,15.0,45.76,400.81,274.56
ORD102060,2025-02-22,North,Online,Small Business,Rep_12,Sports & Outdoors,Camping Tent,1,28.03,0.0,13.81,28.03,13.81
ORD102567,2025-06-10,North,Marketplace,Consumer,Rep_02,Electronics,Smartwatch,5,128.36,5.0,71.99,609.71,359.95
ORD100948,2024-02-07,South,In-Store,Consumer,Rep_05,Beauty,Skincare Set,1,80.85,0.0,45.69,80.85,45.69
ORD100510,2024-12-24,North,In-Store,Consumer,Rep_13,Home & Kitchen,Air Fryer,2,83.77,20.0,50.78,134.03,101.56
ORD101457,2025-12-24,East,Online,Consumer,Rep_10,Electronics,Wireless Earbuds,7,178.81,5.0,100.04,1189.09,700.28
ORD102449,2024-02-26,North,In-Store,Small Business,Rep_12,Electronics,Wireless Earbuds,5,26.47,0.0,12.6,132.35,63.0
ORD101331,2024-05-04,West,In-Store,Consumer,Rep_01,Apparel,Winter Coat,1,50.95,0.0,23.29,50.95,23.29
ORD101309,2024-07-18,West,In-Store,Consumer,Rep_06,Sports & Outdoors,Water Bottle,3,71.21,0.0,34.29,213.63,102.87
ORD102212,2024-07-18,North,In-Store,Consumer,Rep_08,Sports & Outdoors,Water Bottle,7,110.87,0.0,70.64,776.09,494.48
ORD101863,2025-11-20,North,Online,Consumer,Rep_10,Home & Kitchen,Vacuum Cleaner,4,156.66,0.0,86.61,626.64,346.44
ORD101453,2025-08-30,South,In-Store,Consumer,Rep_13,Home & Kitchen,Cookware Set,3,45.78,5.0,28.25,130.47,84.75
ORD101481,2025-10-20,North,In-Store,Consumer,Rep_03,Home & Kitchen,Cookware Set,4,72.76,0.0,43.01,291.04,172.04
ORD102161,2024-03-14,South,Online,Small Business,Rep_01,Sports & Outdoors,Water Bottle,6,120.16,15.0,78.59,612.82,471.54
ORD102125,2024-02-16,East,Online,Consumer,Rep_01,Sports & Outdoors,Dumbbell Set,6,16.25,0.0,8.66,97.5,51.96
ORD100621,2025-07-08,South,In-Store,Enterprise,Rep_12,Electronics,Power Bank,11,136.98,0.0,68.71,1506.78,755.81
ORD102429,2024-12-19,East,In-Store,Small Business,Rep_13,Home & Kitchen,Blender,7,82.61,10.0,48.88,520.44,342.16
ORD102099,2024-12-28,South,Online,Consumer,Rep_06,Home & Kitchen,Cookware Set,5,108.85,10.0,73.18,489.82,365.9
ORD101726,2025-12-26,North,In-Store,Small Business,Rep_06,Electronics,Smartwatch,9,164.51,0.0,81.75,1480.59,735.75
ORD102396,2025-10-23,East,Marketplace,Consumer,Rep_13,Electronics,Bluetooth Speaker,3,92.51,0.0,55.05,277.53,165.15
ORD100663,2025-02-09,North,Online,Small Business,Rep_13,Beauty,Hair Dryer,4,77.82,0.0,39.92,311.28,159.68
ORD100774,2024-06-09,West,Online,Consumer,Rep_12,Apparel,Winter Coat,4,62.91,0.0,29.71,251.64,118.84
ORD100573,2025-12-05,North,Online,Small Business,Rep_03,Home & Kitchen,Cookware Set,2,102.96,0.0,46.35,205.92,92.7
ORD102068,2025-08-24,East,In-Store,Enterprise,Rep_14,Apparel,Winter Coat,3,30.33,0.0,20.19,90.99,60.57
ORD101488,2024-12-01,West,Online,Consumer,Rep_07,HOME & KITCHEN,Vacuum Cleaner,1,85.86,0.0,39.74,85.86,39.74
ORD101121,2025-11-03,East,Online,Consumer,Rep_03,Home & Kitchen,Coffee Maker,3,59.57,0.0,40.46,178.71,121.38
ORD102494,2025-12-08,East,Marketplace,Consumer,Rep_15,Apparel,Yoga Pants,7,41.07,5.0,24.25,273.12,169.75
ORD102245,2025-08-13,South,Marketplace,Consumer,Rep_07,Sports & Outdoors,Cycling Helmet,1,141.53,0.0,83.77,141.53,83.77
ORD102091,2025-02-11,South,Marketplace,Consumer,Rep_08,Beauty,Hair Dryer,4,29.45,0.0,18.78,117.8,75.12
ORD100139,2025-08-01,North,Online,Small Business,Rep_14,Electronics,Laptop Stand,8,43.9,,24.17,333.64,193.36
ORD101846,2025-10-21,West,Online,Consumer,Rep_06,Apparel,Denim Jacket,4,60.62,10.0,32.84,218.23,131.36
ORD100282,2024-03-31,West,In-Store,Consumer,Rep_09,Home & Kitchen,Vacuum Cleaner,4,90.8,5.0,48.95,345.04,195.8
ORD100258,2025-05-29,South,Online,Enterprise,Rep_10,Home & Kitchen,Vacuum Cleaner,3,46.49,0.0,27.92,139.47,83.76
ORD100616,2024-10-24,South,In-Store,Consumer,Rep_02,Apparel,Yoga Pants,3,21.64,0.0,10.09,64.92,30.27
ORD101699,2025-06-15,West,In-Store,Consumer,Rep_10,Sports & Outdoors,Water Bottle,3,39.22,5.0,17.96,111.78,53.88
ORD101723,2025-09-09,North,Online,Consumer,Rep_12,Electronics,Wireless Earbuds,3,91.74,0.0,57.62,275.22,172.86
ORD100725,2024-06-04,South,Marketplace,Consumer,Rep_03,Apparel,Backpack,4,66.19,5.0,31.01,251.52,124.04
ORD101707,2025-08-24,South,Online,Enterprise,Rep_01,Beauty,Makeup Kit,5,75.32,10.0,48.49,338.94,242.45
ORD100677,2024-11-04,South,In-Store,Small Business,Rep_05,Home & Kitchen,Air Fryer,3,162.24,0.0,84.07,486.72,252.21
ORD102331,2025-04-11,South,Online,Consumer,Rep_02,Beauty,Face Serum,5,77.35,0.0,35.81,386.75,179.05
ORD101152,2025-05-27,North,Online,Small Business,Rep_09,Home & Kitchen,Vacuum Cleaner,4,98.39,0.0,60.87,393.56,243.48
ORD101588,2025-01-27,North,Online,Consumer,Rep_15,Beauty,Face Serum,3,44.41,10.0,20.45,119.91,61.35
ORD100055,2025-09-30,West,Online,Consumer,Rep_08,Sports & Outdoors,Yoga Mat,4,138.53,0.0,93.84,554.12,375.36
ORD101921,2024-10-20,East,Marketplace,Enterprise,Rep_13,Home & Kitchen,Coffee Maker,3,90.0,0.0,48.67,270.0,146.01
ORD101411,2025-05-05,East,In-Store,Consumer,Rep_07,Apparel,Running Shoes,5,18.45,0.0,10.66,92.25,53.3
ORD101288,2024-02-17,North,Online,Small Business,Rep_10,Apparel,Backpack,2,69.84,5.0,35.11,132.7,70.22
ORD100166,2024-03-31,North,Marketplace,Consumer,Rep_11,Sports & Outdoors,Camping Tent,3,109.21,0.0,55.28,327.63,165.84
ORD101734,2024-05-26,South,Marketplace,Small Business,Rep_06,Apparel,Winter Coat,2,67.5,10.0,40.15,121.5,80.3
ORD100872,2025-04-16,South,Marketplace,Consumer,Rep_01,Beauty,Hair Dryer,10,37.09,0.0,25.02,370.9,250.2
ORD101361,2025-11-25,East,In-Store,Consumer,Rep_06,Electronics,Bluetooth Speaker,6,78.17,5.0,39.08,445.57,234.48
ORD100887,2025-06-13,East,Online,Small Business,Rep_04,Home & Kitchen,Coffee Maker,4,66.11,0.0,31.2,264.44,124.8
ORD100888,2025-11-07,South,Online,Enterprise,Rep_14,Apparel,Winter Coat,1,75.62,0.0,38.06,75.62,38.06
ORD102100,2025-06-10,North,In-Store,Consumer,Rep_05,Sports & Outdoors,Dumbbell Set,3,64.98,20.0,44.02,155.95,132.06
ORD100498,2025-10-16,West,Online,Consumer,Rep_07,Home & Kitchen,Coffee Maker,5,92.84,0.0,55.05,464.2,275.25
ORD100714,2024-10-27,North,Online,Consumer,Rep_09,Sports & Outdoors,Cycling Helmet,5,63.96,0.0,35.89,319.8,179.45
ORD102426,2025-01-31,West,Online,Consumer,Rep_05,Electronics,Power Bank,2,144.64,0.0,97.93,289.28,195.86
ORD101056,2025-05-30,West,Marketplace,Consumer,Rep_04,Home & Kitchen,Air Fryer,4,142.61,5.0,89.76,541.92,359.04
ORD102438,2024-03-27,South,Marketplace,Consumer,Rep_10,Home & Kitchen,Cookware Set,6,67.73,0.0,32.13,406.38,192.78
ORD100364,2025-01-03,West,In-Store,Consumer,Rep_03,Sports & Outdoors,Yoga Mat,3,138.93,10.0,66.94,375.11,200.82
ORD102036,2024-12-07,North,Online,Consumer,Rep_09,Home & Kitchen,Vacuum Cleaner,6,37.26,0.0,25.06,223.56,150.36
ORD101584,2025-11-18,North,Online,Consumer,Rep_13,Home & Kitchen,Cookware Set,3,71.4,0.0,36.75,214.2,110.25
ORD100897,2025-07-20,East,Online,Small Business,Rep_08,Sports & Outdoors,Yoga Mat,1,92.95,10.0,44.36,83.66,44.36
ORD100800,2024-07-01,North,In-Store,Consumer,Rep_04,Sports & Outdoors,Dumbbell Set,1,89.41,0.0,49.28,89.41,49.28
ORD100617,2025-12-10,West,Marketplace,Small Business,Rep_11,Sports & Outdoors,Camping Tent,4,142.97,0.0,76.77,571.88,307.08
ORD100600,2025-03-31,East,Marketplace,Consumer,Rep_03,Sports & Outdoors,Dumbbell Set,2,42.91,0.0,21.22,85.82,42.44
ORD100123,2024-01-19,West,In-Store,Consumer,Rep_02,Sports & Outdoors,Dumbbell Set,2,95.13,0.0,43.74,190.26,87.48
ORD100334,2025-12-04,South,In-Store,Small Business,Rep_13,SPORTS & OUTDOORS,Cycling Helmet,6,143.65,0.0,69.36,861.9,416.16
ORD101979,2025-02-22,East,Marketplace,Small Business,Rep_02,Home & Kitchen,Blender,6,121.47,0.0,69.63,728.82,417.78
ORD102009,2025-08-07,North,Online,Small Business,Rep_05,Home & Kitchen,Cookware Set,1,158.49,0.0,105.62,158.49,105.62
ORD102131,2024-09-23,North,In-Store,Consumer,Rep_07,Home & Kitchen,Air Fryer,4,58.99,0.0,39.55,235.96,158.2
ORD100980,2025-12-12,South,Marketplace,Consumer,Rep_10,Electronics,Bluetooth Speaker,3,115.19,0.0,56.2,345.57,168.6
ORD102373,2025-09-08,South,Online,Consumer,Rep_09,Home & Kitchen,Cookware Set,1,107.09,0.0,67.39,107.09,67.39
ORD101706,2024-05-04,East,Online,Enterprise,Rep_14,Electronics,Laptop Stand,2,29.88,0.0,14.53,59.76,29.06
ORD100918,2025-11-29,North,In-Store,Consumer,Rep_12,Beauty,Skincare Set,7,20.46,0.0,10.11,143.22,70.77
ORD101079,2024-01-31,South,Marketplace,Consumer,Rep_03,Home & Kitchen,Cookware Set,8,126.36,0.0,73.91,1010.88,591.28
ORD100483,2024-05-02,North,Online,Small Business,Rep_05,Apparel,Running Shoes,5,63.72,0.0,33.19,318.6,165.95
ORD100581,2025-12-19,East,Marketplace,Small Business,Rep_09,Sports & Outdoors,Camping Tent,4,59.84,0.0,32.07,239.36,128.28
ORD102535,2025-01-31,North,Online,Consumer,Rep_11,Home & Kitchen,Blender,2,81.98,0.0,54.47,163.96,108.94
ORD101274,2025-12-22,South,Online,Consumer,Rep_01,Electronics,Power Bank,1,90.9,0.0,50.94,90.9,50.94
ORD101284,2025-03-14,East,Online,Consumer,Rep_14,Electronics,Laptop Stand,1,207.55,0.0,128.05,207.55,128.05
ORD101194,2024-06-21, South ,In-Store,Consumer,Rep_08,Electronics,Smartwatch,2,84.13,5.0,40.92,159.85,81.84
ORD100828,2025-12-28,South,Online,Small Business,Rep_04,Home & Kitchen,Cookware Set,7,45.08,0.0,21.27,315.56,148.89
ORD100991,2025-10-13,West,Marketplace,Consumer,Rep_08,Home & Kitchen,Coffee Maker,1,157.64,0.0,92.12,157.64,92.12
ORD100065,2025-01-12,South,Online,Small Business,Rep_13,Beauty,Skincare Set,1,21.51,0.0,10.01,21.51,10.01
ORD101195,2024-01-20,North,Online,Consumer,Rep_09,Electronics,Laptop Stand,6,96.19,15.0,54.3,490.57,325.8
ORD101350,2025-12-16,East,Online,Small Business,Rep_04,Electronics,Laptop Stand,3,194.77,0.0,111.84,584.31,335.52
ORD102123,2024-11-16,East,In-Store,Consumer,Rep_05,Apparel,Denim Jacket,6,94.03,10.0,43.5,507.76,261.0
ORD101915,2025-03-22,West,In-Store,Consumer,Rep_11,Beauty,Face Serum,5,65.97,0.0,41.26,329.85,206.3
ORD100409,2025-12-07,West,Online,Consumer,Rep_10,Home & Kitchen,Cookware Set,6,39.82,20.0,26.73,191.14,160.38
ORD101673,2024-06-01,South,Marketplace,Consumer,Rep_02,Home & Kitchen,Blender,2,22.94,0.0,14.38,45.88,28.76
ORD100297,2024-08-03,West,In-Store,Small Business,,Sports & Outdoors,Yoga Mat,2,71.57,0.0,35.73,143.14,71.46
ORD100925,2024-04-21,North,In-Store,Consumer,Rep_09,Beauty,Face Serum,3,62.09,20.0,32.91,149.02,98.73
ORD100022,2024-03-03,South,In-Store,Consumer,Rep_15,Home & Kitchen,Vacuum Cleaner,4,96.7,0.0,58.77,386.8,235.08
ORD101542,2025-01-23,South,In-Store,Consumer,Rep_05,Apparel,Backpack,1,84.2,5.0,39.84,79.99,39.84
ORD100728,2024-06-20,West,In-Store,Consumer,Rep_03,Apparel,Denim Jacket,1,60.3,0.0,34.54,60.3,34.54
ORD101745,2024-06-16,West,Online,Consumer,Rep_07,Home & Kitchen,Cookware Set,4,47.08,0.0,23.85,188.32,95.4
ORD101307,2024-11-09,West,In-Store,Small Business,Rep_03,Apparel,Yoga Pants,3,36.34,5.0,18.63,103.57,55.89
ORD102168,2024-08-16,North,Online,Small Business,Rep_02,Apparel,Winter Coat,1,20.53,0.0,10.03,20.53,10.03
ORD100671,2024-07-20,East,Online,Consumer,Rep_07,Home & Kitchen,Cookware Set,1,178.93,0.0,107.86,178.93,107.86
ORD101199,2024-02-16,South,Online,Consumer,Rep_05,Apparel,Backpack,2,119.06,20.0,53.87,190.5,107.74
ORD100181,2024-05-06,South,Online,Consumer,Rep_03,Electronics,Bluetooth Speaker,3,203.63,0.0,95.22,610.89,285.66
ORD100293,2024-05-24,West,Online,Enterprise,Rep_04,Sports & Outdoors,Dumbbell Set,4,124.72,0.0,60.75,498.88,243.0
ORD100201,2025-08-26,East,Online,Small Business,,Electronics,Laptop Stand,1,164.83,0.0,101.4,164.83,101.4
ORD102436,2025-07-25,North,Online,Small Business,Rep_12,Home & Kitchen,Air Fryer,6,29.65,0.0,15.79,177.9,94.74
ORD100126,2024-07-08,West,Online,Consumer,Rep_05,Apparel,Running Shoes,4,113.39,0.0,77.1,453.56,308.4
ORD100531,2024-08-17,South,Marketplace,Consumer,Rep_08,Apparel,Winter Coat,5,104.38,0.0,62.57,521.9,312.85
ORD101431,2025-08-02,West,In-Store,Small Business,Rep_09,Electronics,Smartwatch,2,154.04,0.0,78.82,308.08,157.64
ORD100199,2024-01-30,West,Online,Small Business,Rep_15,Beauty,Hair Dryer,3,33.06,20.0,18.22,79.34,54.66
ORD101530,2025-07-03,East,In-Store,Consumer,Rep_08,Electronics,Wireless Earbuds,5,28.03,10.0,13.57,126.14,67.85
ORD100692,2024-11-30,West,In-Store,Consumer,Rep_09,Beauty,Perfume,5,81.65,0.0,48.6,408.25,243.0
ORD100934,2025-06-02,West,Marketplace,Small Business,Rep_03,Beauty,Face Serum,5,42.97,0.0,25.43,214.85,127.15
ORD100686,2024-01-04,East,Online,Consumer,Rep_15,Beauty,Makeup Kit,2,62.38,0.0,29.36,124.76,58.72
ORD100817,2024-10-05,South,Online,Consumer,Rep_09,Home & Kitchen,Coffee Maker,2,133.11,0.0,88.48,266.22,176.96
ORD100216,2024-04-25,South,Online,Consumer,Rep_01,Apparel,Winter Coat,1,49.33,0.0,26.02,49.33,26.02
ORD101277,2024-09-05,West,Online,Consumer,Rep_04,Electronics,Power Bank,3,36.84,5.0,19.63,104.99,58.89
ORD100152,2024-06-19,South,Marketplace,Consumer,Rep_07,Beauty,Skincare Set,4,41.72,0.0,23.26,166.88,93.04
ORD102138,2024-10-22,West,In-Store,Consumer,Rep_11,Home & Kitchen,Vacuum Cleaner,1,57.67,10.0,34.06,51.9,34.06
ORD101700,2025-05-23,North,Online,Consumer,Rep_07,Apparel,Winter Coat,8,20.0,0.0,12.65,160.0,101.2
ORD100965,2024-01-17,East,In-Store,Consumer,Rep_08,Home & Kitchen,Coffee Maker,3,66.32,5.0,36.06,189.01,108.18
ORD100478,2024-04-29, West ,Online,Small Business,Rep_06,Home & Kitchen,Blender,3,62.87,15.0,37.08,160.32,111.24
ORD101282,2024-04-17,North,In-Store,Consumer,Rep_04,Apparel,Backpack,2,65.62,0.0,43.59,131.24,87.18
ORD102526,2024-02-26,North,Online,Consumer,Rep_11,Home & Kitchen,Coffee Maker,2,94.01,0.0,50.08,188.02,100.16
ORD101150,2024-11-22,West,Online,Consumer,Rep_07,Sports & Outdoors,Cycling Helmet,10,63.73,0.0,43.29,637.3,432.9
ORD100812,2024-01-17,South,Online,Consumer,Rep_12,Home & Kitchen,Blender,1,94.63,10.0,61.57,85.17,61.57
ORD102415,2025-10-03,West,Online,Small Business,Rep_15,Apparel,Denim Jacket,2,19.57,0.0,12.67,39.14,25.34
ORD102003,2024-02-17,East,Marketplace,Enterprise,Rep_14,Electronics,Smartwatch,1,167.77,15.0,106.18,142.6,106.18
ORD100843,2025-04-03,West,In-Store,Small Business,Rep_15,Home & Kitchen,Blender,1,116.07,0.0,52.81,116.07,52.81
ORD102124,2025-04-01,North,Online,Consumer,Rep_01,Sports & Outdoors,Water Bottle,1,140.72,0.0,93.41,140.72,93.41
ORD101264,2024-04-28,East,In-Store,Small Business,Rep_06,Home & Kitchen,Air Fryer,2,139.06,5.0,83.24,264.21,166.48
ORD101008,2024-10-11,West,In-Store,Consumer,Rep_10,Apparel,Winter Coat,4,109.76,0.0,56.67,439.04,226.68
ORD101971,2024-04-27,East,Online,Consumer,Rep_04,Electronics,Smartwatch,1,89.04,20.0,52.46,71.23,52.46
ORD100967,2024-06-27,South,Marketplace,Consumer,Rep_13,Sports & Outdoors,Yoga Mat,5,68.54,5.0,40.03,325.57,200.15
ORD100949,2025-01-15,South,In-Store,Small Business,Rep_05,Home & Kitchen,Air Fryer,1,123.39,20.0,64.87,98.71,64.87
ORD101861,2024-07-31,East,Online,Enterprise,Rep_14,Home & Kitchen,Cookware Set,2,41.55,10.0,21.31,74.79,42.62
ORD100972,2024-03-05,South,Online,Enterprise,,Beauty,Face Serum,2,81.66,0.0,52.89,163.32,105.78
ORD100187,2024-08-23,South,In-Store,Consumer,Rep_02,Beauty,Face Serum,1,48.17,5.0,32.22,45.76,32.22
ORD100246,2025-05-08,South,Marketplace,Consumer,Rep_09,Electronics,Wireless Earbuds,8,198.1,0.0,107.59,1584.8,860.72
ORD101982,2024-08-23,West,Online,Consumer,Rep_06,Home & Kitchen,Coffee Maker,2,28.38,0.0,18.64,56.76,37.28
ORD102228,2025-01-24,North,Online,Consumer,Rep_12,Beauty,Skincare Set,2,57.29,10.0,35.02,103.12,70.04
ORD102250,2025-07-11,West,Online,Consumer,,Sports & Outdoors,Water Bottle,3,98.35,0.0,47.83,295.05,143.49
ORD102209,2024-08-01,East,Online,Enterprise,Rep_06,Electronics,Bluetooth Speaker,1,25.47,0.0,17.18,25.47,17.18
ORD101326,2024-11-21,South,Online,Consumer,Rep_15,Apparel,Backpack,4,26.67,0.0,14.81,106.68,59.24
ORD100283,2024-08-02,East,In-Store,Consumer,Rep_03,Home & Kitchen,Blender,3,155.27,0.0,94.58,465.81,283.74
ORD102051,2024-01-10,North,Online,Consumer,Rep_05,Sports & Outdoors,Water Bottle,4,119.55,15.0,61.09,406.47,244.36
ORD101674,2024-11-22,East,Marketplace,Consumer,Rep_11,Home & Kitchen,Coffee Maker,6,34.93,0.0,22.22,209.58,133.32
ORD101505,2025-07-14,West,In-Store,Consumer,Rep_11,Sports & Outdoors,Camping Tent,5,84.71,10.0,44.02,381.2,220.1
ORD100903,2025-02-23,East,Online,Enterprise,Rep_12,Home & Kitchen,Cookware Set,4,113.13,0.0,54.48,452.52,217.92
ORD102611,2025-06-01,West,Online,Consumer,Rep_12,Home & Kitchen,Blender,7,95.61,0.0,43.45,669.27,304.15
ORD101269,2025-11-13,West,In-Store,Consumer,Rep_04,Home & Kitchen,Vacuum Cleaner,7,41.76,5.0,27.57,277.7,192.99
ORD102128,2025-01-24,East,Online,Small Business,Rep_07,Apparel,Yoga Pants,5,59.31,0.0,37.23,296.55,186.15
ORD100975,2025-04-26,East,In-Store,Consumer,Rep_01,Sports & Outdoors,Water Bottle,5,30.06,10.0,15.63,135.27,78.15
ORD101797,2024-01-22,West,Online,Consumer,Rep_05,Electronics,Wireless Earbuds,1,170.73,0.0,91.05,170.73,91.05
ORD101889,2025-08-08,West,In-Store,Small Business,Rep_15,Home & Kitchen,Vacuum Cleaner,5,72.85,20.0,36.14,291.4,180.7
ORD100122,2025-10-28,South,Online,Consumer,Rep_10,Home & Kitchen,Coffee Maker,7,141.06,10.0,73.48,888.68,514.36
ORD101072,2025-06-08,East,Online,Consumer,Rep_08,Electronics,Power Bank,3,180.28,15.0,94.74,459.71,284.22
ORD101304,2024-03-20,North,In-Store,Consumer,Rep_13,HOME & KITCHEN,Coffee Maker,4,86.0,0.0,53.09,344.0,212.36
ORD100417,2025-08-13,East,In-Store,Small Business,Rep_01,Apparel,Yoga Pants,4,15.6,0.0,7.26,62.4,29.04
ORD102223,2025-04-12,North,In-Store,Consumer,Rep_10,Electronics,Bluetooth Speaker,6,55.68,0.0,35.15,334.08,210.9
ORD100869,2025-12-02,West,Marketplace,Consumer,Rep_13,Apparel,Backpack,6,110.59,0.0,52.38,663.54,314.28
ORD101987,2025-11-05,North,Online,Consumer,Rep_14,Apparel,Winter Coat,6,66.35,0.0,40.39,398.1,242.34
ORD100307,2025-09-26,South,Online,Consumer,Rep_15,Home & Kitchen,Vacuum Cleaner,6,108.77,0.0,51.26,652.62,307.56
ORD101845,2025-02-26,North,Online,Consumer,Rep_04,Beauty,Hair Dryer,4,13.58,5.0,6.12,51.6,24.48
ORD100756,2025-01-27,South,Online,Consumer,Rep_14,Electronics,Wireless Earbuds,6,26.22,0.0,16.15,157.32,96.9
ORD101156,2024-11-17,West,Marketplace,Consumer,Rep_02,Apparel,Yoga Pants,5,118.11,0.0,70.89,590.55,354.45
ORD101108,2025-10-10,North,Online,Small Business,Rep_02,Home & Kitchen,Air Fryer,1,39.02,0.0,23.28,39.02,23.28
ORD100067,2025-04-21,East,Online,Consumer,Rep_08,Beauty,Hair Dryer,1,19.51,10.0,10.57,17.56,10.57
ORD101980,2025-09-30,East,In-Store,Consumer,Rep_02,Home & Kitchen,Blender,5,168.36,0.0,87.66,841.8,438.3
